,Long_Only,Short_Only,Long_Short,Num Long,Num Short
2001-01-31,-0.06918813969676452,0.0026308855716318438,-0.03327862706256634,85,73
2001-02-28,-0.04829474142468498,0.053950402753918575,0.002827830664616799,69,85
2001-03-31,0.09486216170012693,-0.08550366580855007,0.004679247945788431,72,82
2001-04-30,0.033568884596013565,-0.036414392982449646,-0.0014227541932180406,81,106
2001-05-31,-0.0130802199991735,-0.005026500567837297,-0.009053360283505398,110,79
2001-06-30,0.014048258949388664,0.0021533138239909154,0.00810078638668979,119,60
2001-07-31,-0.011551241101816809,0.04107838429514482,0.014763571596664006,69,92
2001-08-31,-0.12674502889241132,0.1090910374724789,-0.008826995709966208,33,129
2001-09-30,0.06541396706407927,-0.06704654298172058,-0.0008162879588206537,30,171
2001-10-31,0.057854996456097485,-0.09152460405403971,-0.016834803798971114,61,142
2001-11-30,0.036037182348891174,-0.04179800646608525,-0.0028804120585970393,111,91
2001-12-31,0.01607304252731908,0.026615023682579852,0.021344033104949464,187,25
2002-01-31,0.004196040022000538,-0.0036784977431556323,0.00025877113942245305,132,48
2002-02-28,0.07298631673397507,-0.04512463258250428,0.013930842075735396,92,92
2002-03-31,-0.01602708444971413,0.02861570220357522,0.006294308876930544,88,74
2002-04-30,-0.006582358141995768,0.014332622895105816,0.0038751323765550236,81,92
2002-05-31,-0.0615267842290489,0.055061036542843896,-0.0032328738431025017,84,106
2002-06-30,-0.1318810501877235,0.0943285197987632,-0.018776265194480155,34,160
2002-07-31,-0.008410484857887169,-0.0286439650398073,-0.018527224948847235,37,156
2002-08-31,-0.08856573976972114,0.08034109348449722,-0.004112323142611958,49,154
2002-09-30,0.06784522005706246,-0.06584530487936936,0.0009999575888465506,42,153
2002-10-31,0.12132774540114305,-0.0697314494162893,0.025798147992426877,121,73
2002-11-30,-0.042073738077941694,0.041306926365007164,-0.000383405856467265,132,78
2002-12-31,-0.031596359774877715,0.03455342351454583,0.0014785318698340572,126,70
2003-01-31,-0.006108884705564395,0.017384700017242977,0.005637907655839291,94,110
2003-02-28,0.013400061490115587,-0.024225446581274106,-0.00541269254557926,47,136
2003-03-31,0.0782951857040815,-0.08101063290102778,-0.0013577235984731373,90,75
2003-04-30,0.0993906007408397,-0.17741456421720406,-0.039011981738182176,149,31
2003-05-31,0.014906662047405156,0.00825319635283869,0.011579929200121922,194,7
2003-06-30,0.04166190983330436,-0.003657526747038636,0.019002191543132863,191,20
2003-07-31,0.04234008150892792,-0.02633198284667588,0.008004049331126022,144,55
2003-08-31,-0.018362366080761253,0.016785520275843138,-0.0007884229024590576,90,85
2003-09-30,0.07098703982331259,-0.07882696896173186,-0.003919964569209636,83,93
2003-10-31,0.03204782655853521,-0.0049265103669355334,0.01356065809579984,106,69
2003-11-30,0.03341223676190481,-0.0436005513190403,-0.005094157278567747,80,92
2003-12-31,0.021109481639683177,-0.03361866459592698,-0.006254591478121902,115,70
2004-01-31,0.028722899624279267,-0.023687102633890768,0.0025178984951942495,88,85
2004-02-29,0.002391161581823738,-0.00642760623389787,-0.0020182223260370655,76,101
2004-03-31,-0.03330010887145065,0.0005845452435744701,-0.01635778181393809,57,133
2004-04-30,0.02349189409540375,-0.022070252183616256,0.000710820955893747,46,160
2004-05-31,0.03674937306288194,-0.029334683986203543,0.0037073445383391974,40,154
2004-06-30,-0.034902087636763696,0.039526820789341575,0.00231236657628894,68,114
2004-07-31,0.004405376106423784,-0.0016887556322944767,0.0013583102370646537,53,121
2004-08-31,0.01637792271386263,-0.03831878934659763,-0.010970433316367502,39,136
2004-09-30,0.019428196387568777,-0.02072412990906696,-0.000647966760749092,62,128
2004-10-31,0.058726541014044134,-0.05894098947974928,-0.00010722423285257354,123,90
2004-11-30,0.03905271756441056,-0.05100840183517825,-0.005977842135383844,186,49
2004-12-31,-0.023793338406879784,0.014620978996128109,-0.004586179705375838,172,46
2005-01-31,0.032162355450980874,-0.03137829141537605,0.0003920320178024128,127,62
2005-02-28,-0.01975073177807509,0.009878370213003715,-0.004936180782535688,97,100
2005-03-31,-0.016429710216319938,0.026902058689324014,0.005236174236502038,47,136
2005-04-30,0.0270186634362632,-0.0583255201296103,-0.015653428346673548,48,134
2005-05-31,0.020973655540642924,-0.025743212553328162,-0.0023847785063426195,86,114
2005-06-30,0.05576340274078918,-0.06002315596011122,-0.0021298766096610224,95,84
2005-07-31,-0.003347871595545158,0.00195729499636834,-0.0006952882995884091,175,37
2005-08-31,0.01642920868903864,-0.01657770062789665,-7.424596942900465e-05,91,78
2005-09-30,-0.0065917987420738965,0.003417825517443988,-0.0015869866123149542,88,77
2005-10-31,0.04607995982272203,-0.05706231776326644,-0.005491178970272202,52,142
2005-11-30,0.005745001583064975,-0.003322777927216727,0.0012111118279241242,92,75
2005-12-31,0.049619022947331025,-0.04673358335620799,0.001442719795561518,99,80
2006-01-31,0.007743519055105069,-0.027253080382933722,-0.009754780663914327,158,52
2006-02-28,0.02968752773613887,-0.02773640501972607,0.0009755613582064001,122,65
2006-03-31,0.010938729727486511,-0.0003257674943415956,0.005306481116572458,135,62
2006-04-30,-0.024149895795813708,0.04171695297692143,0.00878352859055386,99,103
2006-05-31,0.001920924501340881,-0.005912634957394689,-0.0019958552280269037,61,136
2006-06-30,-0.000816676341088772,0.020870864552011533,0.010027094105461381,46,159
2006-07-31,0.027290230319835226,-0.02681384313586512,0.00023819359198505238,44,194
2006-08-31,0.021659779070845618,-0.03209654523039273,-0.005218383079773556,94,105
2006-09-30,0.056581756163540414,-0.033143732784435234,0.01171901168955259,108,95
