,0,1
2001-01-31,0.6818181818181818,0.796875
2001-02-28,0.8333333333333334,0.7777777777777778
2001-03-31,0.8615384615384616,0.5517241379310345
2001-04-30,0.828125,0.7868852459016393
2001-05-31,0.6666666666666666,0.8125
2001-06-30,0.6290322580645161,0.9230769230769231
2001-07-31,0.847457627118644,0.7419354838709677
2001-08-31,0.8095238095238095,0.5396825396825397
2001-09-30,0.9827586206896551,0.6065573770491803
2001-10-31,0.9047619047619048,0.734375
2001-11-30,0.6896551724137931,0.8382352941176471
2001-12-31,0.43661971830985913,0.9523809523809523
2002-01-31,0.6,0.953125
2002-02-28,0.859375,0.8
2002-03-31,0.671875,0.8529411764705882
2002-04-30,0.875,0.875
2002-05-31,0.7727272727272727,0.7213114754098361
2002-06-30,0.984375,0.4098360655737705
2002-07-31,1.0,0.3
2002-08-31,0.9411764705882353,0.4375
2002-09-30,0.9649122807017544,0.45454545454545453
2002-10-31,0.9242424242424242,0.8305084745762712
2002-11-30,0.7936507936507936,0.8955223880597015
2002-12-31,0.7,0.746031746031746
2003-01-31,0.803030303030303,0.6470588235294118
2003-02-28,0.9016393442622951,0.5588235294117647
2003-03-31,0.6956521739130435,0.65625
2003-04-30,0.4032258064516129,0.8939393939393939
2003-05-31,0.06060606060606061,0.9692307692307692
2003-06-30,0.15,0.9565217391304348
2003-07-31,0.18571428571428572,1.0
2003-08-31,0.4461538461538462,0.9384615384615385
2003-09-30,0.8548387096774194,0.746268656716418
2003-10-31,0.864406779661017,0.8253968253968254
2003-11-30,0.7391304347826086,0.6792452830188679
2003-12-31,0.6296296296296297,0.896551724137931
2004-01-31,0.5517241379310345,0.8367346938775511
2004-02-29,0.6060606060606061,0.6935483870967742
2004-03-31,0.9076923076923077,0.5254237288135594
2004-04-30,0.9482758620689655,0.42857142857142855
2004-05-31,0.8709677419354839,0.4788732394366197
2004-06-30,0.8059701492537313,0.6417910447761194
2004-07-31,0.9701492537313433,0.38095238095238093
2004-08-31,0.90625,0.3684210526315789
2004-09-30,0.8529411764705882,0.6290322580645161
2004-10-31,0.7727272727272727,0.8125
2004-11-30,0.53125,0.8636363636363636
2004-12-31,0.35,0.8253968253968254
2005-01-31,0.6461538461538462,0.5909090909090909
2005-02-28,0.7647058823529411,0.6363636363636364
2005-03-31,0.8088235294117647,0.6119402985074627
2005-04-30,0.873015873015873,0.7076923076923077
2005-05-31,0.835820895522388,0.873015873015873
2005-06-30,0.671875,0.5138888888888888
2005-07-31,0.3181818181818182,1.0
2005-08-31,0.625,0.8484848484848485
2005-09-30,0.7647058823529411,0.8450704225352113
2005-10-31,0.8181818181818182,0.7384615384615385
2005-11-30,0.65625,0.8493150684931506
2005-12-31,0.7076923076923077,0.7424242424242424
2006-01-31,0.6440677966101694,0.9864864864864865
2006-02-28,0.5507246376811594,0.859375
2006-03-31,0.48484848484848486,0.8787878787878788
2006-04-30,0.5076923076923077,0.7727272727272727
2006-05-31,0.7575757575757576,0.578125
2006-06-30,0.8955223880597015,0.45588235294117646
2006-07-31,0.92,0.4375
2006-08-31,0.8461538461538461,0.6461538461538462
2006-09-30,0.71875,0.7971014492753623
2006-10-31,0.684931506849315,0.8571428571428571
2006-11-30,0.6515151515151515,0.9571428571428572
2006-12-31,0.75,0.7936507936507936
2007-01-31,0.8611111111111112,0.9032258064516129
2007-02-28,0.9375,0.6428571428571429
2007-03-31,0.8333333333333334,0.6666666666666666
2007-04-30,0.7910447761194029,0.7681159420289855
2007-05-31,0.6142857142857143,0.6515151515151515
2007-06-30,0.78125,0.8194444444444444
2007-07-31,0.921875,0.703125
2007-08-31,0.9285714285714286,0.4057971014492754
2007-09-30,0.9,0.75
2007-10-31,0.7536231884057971,0.8676470588235294
2007-11-30,0.7727272727272727,0.5735294117647058
2007-12-31,0.8857142857142857,0.609375
2008-01-31,0.9714285714285714,0.4927536231884058
2008-02-29,0.9230769230769231,0.4864864864864865
2008-03-31,0.9552238805970149,0.4126984126984127
2008-04-30,0.7571428571428571,0.7910447761194029
2008-05-31,0.6811594202898551,0.9104477611940298
2008-06-30,0.8857142857142857,0.7536231884057971
2008-07-31,0.9242424242424242,0.704225352112676
2008-08-31,0.782608695652174,0.671875
2008-09-30,0.8787878787878788,0.7352941176470589
2008-10-31,0.9850746268656716,0.2537313432835821
2008-11-30,0.9859154929577465,0.14925373134328357
2008-12-31,0.9117647058823529,0.30434782608695654
2009-01-31,0.8333333333333334,0.5076923076923077
2009-02-28,0.8823529411764706,0.5
2009-03-31,0.7428571428571429,0.625
2009-04-30,0.6231884057971014,0.9420289855072463
2009-05-31,0.24285714285714285,0.9142857142857143
2009-06-30,0.15714285714285714,0.9393939393939394
2009-07-31,0.2911392405063291,1.0
2009-08-31,0.2125,0.9634146341463414
2009-09-30,0.2222222222222222,0.925
2009-10-31,0.125,0.8607594936708861
2009-11-30,0.4146341463414634,0.6666666666666666
2009-12-31,0.7654320987654321,0.5802469135802469
2010-01-31,0.7625,0.6625
2010-02-28,0.8875,0.5365853658536586
2010-03-31,0.8170731707317073,0.6410256410256411
2010-04-30,0.7974683544303798,0.9113924050632911
2010-05-31,0.8536585365853658,0.3625
2010-06-30,0.9629629629629629,0.0759493670886076
2010-07-31,0.9493670886075949,0.25316455696202533
2010-08-31,0.9506172839506173,0.34177215189873417
2010-09-30,0.5063291139240507,0.8875
2010-10-31,0.6585365853658537,0.7560975609756098
2010-11-30,0.5185185185185185,0.9024390243902439
2010-12-31,0.6987951807228916,0.7215189873417721
2011-01-31,0.8461538461538461,0.7407407407407407
2011-02-28,0.704225352112676,0.7464788732394366
2011-03-31,0.8181818181818182,0.5285714285714286
2011-04-30,0.6857142857142857,0.696969696969697
2011-05-31,0.75,0.4634146341463415
2011-06-30,0.5238095238095238,0.30952380952380953
2011-07-31,0.9135802469135802,0.17073170731707318
2011-08-31,0.8192771084337349,0.13414634146341464
2011-09-30,0.9518072289156626,0.03614457831325301
2011-10-31,0.85,0.5714285714285714
2011-11-30,0.75,0.6470588235294118
2011-12-31,0.47619047619047616,0.8571428571428571
2012-01-31,0.7710843373493976,0.9294117647058824
2012-02-29,0.6506024096385542,0.9036144578313253
2012-03-31,0.4642857142857143,0.9294117647058824
2012-04-30,0.7411764705882353,0.8571428571428571
2012-05-31,0.9285714285714286,0.4878048780487805
2012-06-30,0.8928571428571429,0.5595238095238095
2012-07-31,0.813953488372093,0.7058823529411765
2012-08-31,0.6,0.891566265060241
2012-09-30,0.6352941176470588,0.7764705882352941
2012-10-31,0.8470588235294118,0.8452380952380952
2012-11-30,0.7764705882352941,0.7560975609756098
2012-12-31,0.6829268292682927,0.6428571428571429
2013-01-31,0.5294117647058824,0.9404761904761905
2013-02-28,0.4634146341463415,0.8705882352941177
2013-03-31,0.40229885057471265,0.9047619047619048
2013-04-30,0.7738095238095238,0.8333333333333334
2013-05-31,0.7411764705882353,0.9036144578313253
2013-06-30,0.735632183908046,0.5476190476190477
2013-07-31,0.6705882352941176,0.8488372093023255
2013-08-31,0.9390243902439024,0.7058823529411765
