,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2001-01-31,0.04559360927493266,0.019903116202024954,0.029508508869109492,0.03416115152725707,0.022066786640380382,0.012417597966667956,0.03971666276820611,0.012499165940575357,0.010207174011783093,0.061881596579546595,0.01293766011361618,0.039327286189782956,0.024671175742687856,0.02123648681051618,0.04900613747302893,0.05683710458371333,0.018097602343367197,0.06583355743366923,0.021791315934356112,0.03427928317338734,0.022081186778666478,0.019432725211197325,0.018436007030211102,0.06782011051369491,0.02467512616259984,0.0,0.056115004338200075,0.05255534375401139,0.05120635990979514,0.05570515672301462
2001-02-28,0.032534508259487574,0.03239552154795033,0.022037534908284286,0.03348951996615307,0.015779225796060288,0.007320590468936169,0.043184717100863496,0.008273913013314876,0.0033379318557800255,0.07590883980068046,0.010699228343941752,0.05417181727894873,0.02781825436494252,0.029231693848611306,0.05975676504950242,0.05375507638463899,0.02386772333658972,0.058449942135945475,0.025317552287191944,0.03945378835418711,0.021264528399793942,0.015264103631365619,0.023721763301421186,0.06049339917033978,0.019897636489234437,0.007023253721176033,0.047521453873118125,0.04572495040260503,0.045738698801149065,0.05656606810778617
2001-03-31,0.03438821334657455,0.027823996218849973,0.020639809610960187,0.02462499244520644,0.015692707030745837,0.016243358397436222,0.0469063759555822,0.008689769004626632,0.009230521494512759,0.07171461288489271,0.00868297502901131,0.04932885636689656,0.03572868907901462,0.029085673277674647,0.06639453752053519,0.06732155974164865,0.027441323081980853,0.05133835629334993,0.006488978238043745,0.035656545822953946,0.01234329990390733,0.012781198161080877,0.025890719205086992,0.05291610926722217,0.04400766133385184,0.0,0.06058571717258836,0.0417492261513285,0.04049721381425515,0.055807004150181985
2001-04-30,0.0050398851131686455,0.006260643688299699,0.007104667257572103,0.015905555782383934,0.0011605284509656679,0.0027145046303275943,0.01164170674284356,0.005338317549269388,0.003870504654269619,0.02095414316432415,0.0007374987978255184,0.01033736517205997,0.007675027636266535,0.008871977546885283,0.01516682624108944,0.01228936895454385,0.004819366716028381,0.008974856110578196,0.00427109842914567,0.011307301234070213,0.004862074125780091,0.005056001210719828,0.010227744773659132,0.014050931788126487,0.7591830704796567,0.001328950639854975,0.014615353097951195,0.007652192845071661,0.006118590022253382,0.012463947145009069
2001-05-31,0.00895622625790664,0.006126322338934944,0.008261976593645328,0.012701759705232768,0.0021669788053207927,0.00366028218227507,0.015493603715607731,0.00963627894757956,0.004163382338103401,0.02089594945850735,0.0013785638725253627,0.008242019379919491,0.005052785907273544,0.005354988789455642,0.011629335027705539,0.01120792980124929,0.008869819597383383,0.005624674752406512,0.0028026658665553077,0.006220154676969043,0.004246220566899263,0.0077166900238438176,0.011291102300490187,0.013567659097853678,0.7654979201459038,0.0011637115665638883,0.011201668734516532,0.004837443079482143,0.004411671048082392,0.017620215421807587
2001-06-30,0.010033533303447162,0.0036671758159033544,0.011285561579101882,0.015925047962009144,0.004016514283007018,0.003709679633830409,0.014631859953893107,0.005777284262675581,0.002857462078590255,0.01999959012836548,0.0005227154520383618,0.012179114855369958,0.006575609099685539,0.007296403773020227,0.01240897296455889,0.012275191881980814,0.004183887536563288,0.011248978277058546,0.0027837154087736707,0.007012016383291348,0.0014032431963983873,0.008032567172706895,0.0128239566513402,0.006306565488079129,0.759464581819091,0.0001561429105550973,0.012282974929655794,0.0048964891048989745,0.007166913852051322,0.019076250242059
2001-07-31,0.007835927429410743,0.01079059099837948,0.011491411448544226,0.009176535324102744,0.004215146884475365,0.005606061315194873,0.01564996400500256,0.0068058135005615895,0.004677644013346957,0.015873714982844726,0.0,0.009397724914590053,0.004803058297143846,0.007829682231093827,0.01626077858699931,0.011130217616911381,0.007509476056125835,0.011001661294520935,0.002346413772727697,0.008798362559724746,0.002917282250506226,0.01247113954345457,0.017884388622540492,0.010967562101651616,0.7441808824886276,0.0,0.011944946913207835,0.0034619070168528617,0.006046457440912699,0.018925248390545102
2001-08-31,0.00786169145109965,0.013552015297361032,0.008515839982557932,0.007564805445417551,0.002601719212588913,0.003762431587381282,0.014792955715128987,0.008937452332094174,0.003605523134661012,0.017140676021312463,0.0017570937435326453,0.0071234955894820574,0.004160880837261997,0.0074419022198505495,0.013926965604972264,0.010298247943946829,0.00943405763009906,0.01601730026838277,0.0033707011685511477,0.006972135202510694,0.0040213383969216815,0.00587296619989923,0.022677247348416463,0.011961726501280004,0.7456025037323188,0.0,0.006685402448608481,0.0032873488146308843,0.009207654430266339,0.021845921739465132
2001-09-30,0.009269392495620846,0.012844290221539044,0.009621666902834032,0.011598336546583436,0.006531755843666959,0.006085225599904976,0.02274103747339517,0.00721351842749115,0.002569105557477809,0.015923094527663363,0.0,0.008919582716905053,0.00514330895054952,0.0050845897321783245,0.011565438590313172,0.011186742119596369,0.009711728121777792,0.017349029212647304,0.004282454857875714,0.005908386320464996,0.0035061717755897237,0.007729258953884134,0.022597444884405977,0.01528883800269276,0.72942830705084,0.0,0.006338594246006199,0.001537006624872959,0.014965711922985084,0.015059982320238125
2001-10-31,0.005973509346141771,0.016915631778864158,0.011054059581407615,0.01067376012895378,0.005793555321310704,0.007847375942538672,0.017057902988101857,0.008887728960595923,0.0037162796802860765,0.014069603922291276,0.0006946061093459021,0.006987121204967305,0.006651394340159861,0.005903931977143329,0.011230490153314345,0.00797836025167311,0.00931050667378459,0.011131020824959753,0.008815880553048168,0.00807497532748902,0.0022763111713481462,0.007217626222193096,0.026552651856812992,0.021709863389442887,0.7286931078048295,0.0,0.007349995454169602,0.0033569498365064177,0.009097166512001138,0.014978632686318999
2001-11-30,0.005112675879194025,0.02241735861836497,0.008856200115289141,0.0071959499199210995,0.004800165311178364,0.008472558407416309,0.015711825290643043,0.009033087601282123,0.0034784560928490327,0.012100298824235124,0.00017528786751914538,0.0033785837560075054,0.003112086273034353,0.007618687022149287,0.01083691050872675,0.007702610397271366,0.008594701854988984,0.007895274099792522,0.008961363655390854,0.009393928368137995,0.00560709494681649,0.004327402643223706,0.03137912518234942,0.02056164835468489,0.7335045755358597,0.0,0.0103400823302566,0.007340992393435637,0.0048062396459165775,0.017284829104064977
2001-12-31,0.006852460967584634,0.01718349538063503,0.007593818356069433,0.004028797437371806,0.0054279855663457045,0.008489979640922005,0.015651053264508236,0.011730071954362296,0.004679748519738836,0.011150259961080957,0.00019577412873626136,0.007292909253485402,0.007029547331893694,0.0056656520143883934,0.016224667996363656,0.012706523434168919,0.006172875402609443,0.012068250360147208,0.009460949629131625,0.0076725543502921345,0.0060862602504352555,0.009509051878483851,0.02517087644248357,0.01997317915143878,0.7158585109656905,0.005752086309493464,0.00963913555277627,0.007727904515951202,0.00902808805718765,0.013977531926223684
2002-01-31,0.006980770190017198,0.017752126531100546,0.010917651516100697,0.0023443937861363858,0.003840550518734514,0.012490966459334398,0.014587925455868933,0.008304252724864535,0.00531177798989656,0.01315060244564337,0.004071572097924603,0.002659825817783822,0.00489311832380039,0.005220422709276009,0.019372908211572518,0.0111290482941197,0.011094736476540613,0.004616473208441118,0.007720067027877189,0.01402483201065512,0.00563291498030999,0.014841356675830902,0.025498033701113212,0.01454928857082093,0.6780756702070313,0.02457650838048474,0.01971349126796378,0.008848406758520465,0.012667881397184461,0.015112426265051897
