,0,1
2001-01-31,0.48484848484848486,0.578125
2001-02-28,0.6666666666666666,0.5079365079365079
2001-03-31,0.6461538461538462,0.3448275862068966
2001-04-30,0.484375,0.5081967213114754
2001-05-31,0.38333333333333336,0.4375
2001-06-30,0.24193548387096775,0.5846153846153846
2001-07-31,0.5932203389830508,0.2903225806451613
2001-08-31,0.6666666666666666,0.14285714285714285
2001-09-30,0.896551724137931,0.22950819672131148
2001-10-31,0.7301587301587301,0.3125
2001-11-30,0.4482758620689655,0.5441176470588235
2001-12-31,0.14084507042253522,0.7936507936507936
2002-01-31,0.2153846153846154,0.703125
2002-02-28,0.546875,0.5384615384615384
2002-03-31,0.375,0.6470588235294118
2002-04-30,0.65625,0.609375
2002-05-31,0.6515151515151515,0.45901639344262296
2002-06-30,0.78125,0.18032786885245902
2002-07-31,0.9384615384615385,0.2
2002-08-31,0.7205882352941176,0.21875
2002-09-30,0.8070175438596491,0.19696969696969696
2002-10-31,0.5,0.6949152542372882
2002-11-30,0.5079365079365079,0.8208955223880597
2002-12-31,0.4142857142857143,0.6190476190476191
2003-01-31,0.5303030303030303,0.45588235294117646
2003-02-28,0.7049180327868853,0.3235294117647059
2003-03-31,0.4782608695652174,0.546875
2003-04-30,0.16129032258064516,0.7878787878787878
2003-05-31,0.015151515151515152,0.8923076923076924
2003-06-30,0.08333333333333333,0.855072463768116
2003-07-31,0.18571428571428572,0.9180327868852459
2003-08-31,0.24615384615384617,0.6307692307692307
2003-09-30,0.43548387096774194,0.5671641791044776
2003-10-31,0.3389830508474576,0.746031746031746
2003-11-30,0.2391304347826087,0.4528301886792453
2003-12-31,0.2962962962962963,0.6379310344827587
2004-01-31,0.4827586206896552,0.5510204081632653
2004-02-29,0.5303030303030303,0.5161290322580645
2004-03-31,0.6307692307692307,0.3389830508474576
2004-04-30,0.9137931034482759,0.2571428571428571
2004-05-31,0.7258064516129032,0.29577464788732394
2004-06-30,0.582089552238806,0.4925373134328358
2004-07-31,0.7761194029850746,0.25396825396825395
2004-08-31,0.703125,0.19298245614035087
2004-09-30,0.6911764705882353,0.41935483870967744
2004-10-31,0.5606060606060606,0.71875
2004-11-30,0.3125,0.9393939393939394
2004-12-31,0.23333333333333334,0.7936507936507936
2005-01-31,0.4307692307692308,0.6363636363636364
2005-02-28,0.5588235294117647,0.5151515151515151
2005-03-31,0.7058823529411765,0.31343283582089554
2005-04-30,0.746031746031746,0.2923076923076923
2005-05-31,0.6119402985074627,0.5873015873015873
2005-06-30,0.4375,0.4027777777777778
2005-07-31,0.22727272727272727,0.8571428571428571
2005-08-31,0.390625,0.5454545454545454
2005-09-30,0.6176470588235294,0.5211267605633803
2005-10-31,0.7575757575757576,0.26153846153846155
2005-11-30,0.484375,0.4246575342465753
2005-12-31,0.46153846153846156,0.48484848484848486
2006-01-31,0.3898305084745763,0.8513513513513513
2006-02-28,0.4057971014492754,0.578125
2006-03-31,0.30303030303030304,0.6363636363636364
2006-04-30,0.5230769230769231,0.5151515151515151
2006-05-31,0.7727272727272727,0.421875
2006-06-30,0.7014925373134329,0.16176470588235295
2006-07-31,0.9066666666666666,0.21875
2006-08-31,0.6461538461538462,0.5692307692307692
2006-09-30,0.484375,0.6666666666666666
2006-10-31,0.1780821917808219,0.7301587301587301
2006-11-30,0.3181818181818182,0.8
2006-12-31,0.29411764705882354,0.47619047619047616
2007-01-31,0.375,0.5806451612903226
2007-02-28,0.640625,0.4857142857142857
2007-03-31,0.5606060606060606,0.4927536231884058
2007-04-30,0.44776119402985076,0.5942028985507246
2007-05-31,0.32857142857142857,0.8484848484848485
2007-06-30,0.46875,0.5972222222222222
2007-07-31,0.875,0.3125
2007-08-31,0.8428571428571429,0.2318840579710145
2007-09-30,0.8142857142857143,0.5
2007-10-31,0.6521739130434783,0.8088235294117647
2007-11-30,0.696969696969697,0.5294117647058824
2007-12-31,0.7428571428571429,0.4375
2008-01-31,0.9428571428571428,0.34782608695652173
2008-02-29,0.8307692307692308,0.33783783783783783
2008-03-31,0.746268656716418,0.2857142857142857
2008-04-30,0.44285714285714284,0.5970149253731343
2008-05-31,0.2463768115942029,0.8059701492537313
2008-06-30,0.6714285714285714,0.463768115942029
2008-07-31,0.7575757575757576,0.6338028169014085
2008-08-31,0.6521739130434783,0.390625
2008-09-30,0.6666666666666666,0.5735294117647058
2008-10-31,0.9402985074626866,0.11940298507462686
2008-11-30,0.9436619718309859,0.14925373134328357
2008-12-31,0.7205882352941176,0.2028985507246377
2009-01-31,0.5757575757575758,0.38461538461538464
2009-02-28,0.5882352941176471,0.3125
2009-03-31,0.4142857142857143,0.515625
2009-04-30,0.15942028985507245,0.9130434782608695
2009-05-31,0.014285714285714285,0.9571428571428572
2009-06-30,0.04285714285714286,0.7424242424242424
2009-07-31,0.0759493670886076,0.7974683544303798
2009-08-31,0.1,0.6219512195121951
2009-09-30,0.12345679012345678,0.625
2009-10-31,0.3625,0.26582278481012656
2009-11-30,0.4024390243902439,0.3974358974358974
2009-12-31,0.49382716049382713,0.30864197530864196
2010-01-31,0.5375,0.45
2010-02-28,0.6,0.4146341463414634
2010-03-31,0.4878048780487805,0.5512820512820513
2010-04-30,0.3037974683544304,0.8354430379746836
2010-05-31,0.6829268292682927,0.2125
2010-06-30,0.8765432098765432,0.0759493670886076
2010-07-31,0.8860759493670886,0.1518987341772152
2010-08-31,0.8148148148148148,0.25316455696202533
2010-09-30,0.17721518987341772,0.8
2010-10-31,0.2926829268292683,0.5975609756097561
2010-11-30,0.13580246913580246,0.7682926829268293
2010-12-31,0.3855421686746988,0.5949367088607594
2011-01-31,0.38461538461538464,0.5925925925925926
2011-02-28,0.30985915492957744,0.5915492957746479
2011-03-31,0.48484848484848486,0.38571428571428573
2011-04-30,0.4,0.4090909090909091
2011-05-31,0.6071428571428571,0.4024390243902439
2011-06-30,0.5833333333333334,0.27380952380952384
2011-07-31,0.9012345679012346,0.07317073170731707
2011-08-31,0.9156626506024096,0.04878048780487805
2011-09-30,0.9759036144578314,0.03614457831325301
2011-10-31,0.5125,0.4880952380952381
2011-11-30,0.36904761904761907,0.47058823529411764
2011-12-31,0.17857142857142858,0.75
2012-01-31,0.4939759036144578,0.7058823529411765
2012-02-29,0.4578313253012048,0.7228915662650602
2012-03-31,0.35714285714285715,0.6470588235294118
2012-04-30,0.5647058823529412,0.4523809523809524
2012-05-31,0.7857142857142857,0.13414634146341464
2012-06-30,0.6904761904761905,0.30952380952380953
2012-07-31,0.6162790697674418,0.35294117647058826
2012-08-31,0.4235294117647059,0.5903614457831325
2012-09-30,0.32941176470588235,0.4823529411764706
2012-10-31,0.5882352941176471,0.47619047619047616
2012-11-30,0.5764705882352941,0.4268292682926829
2012-12-31,0.5487804878048781,0.34523809523809523
2013-01-31,0.29411764705882354,0.75
2013-02-28,0.3170731707317073,0.8
2013-03-31,0.1724137931034483,0.7380952380952381
2013-04-30,0.44047619047619047,0.5833333333333334
2013-05-31,0.4823529411764706,0.6746987951807228
2013-06-30,0.6436781609195402,0.35714285714285715
2013-07-31,0.5176470588235295,0.5232558139534884
2013-08-31,0.7682926829268293,0.29411764705882354
2013-09-30,0.45977011494252873,0.5
2013-10-31,0.5529411764705883,0.4642857142857143
2013-11-30,0.38271604938271603,0.8235294117647058
2013-12-31,0.2988505747126437,0.4819277108433735
2014-01-31,0.8390804597701149,0.5232558139534884
2014-02-28,0.611764705882353,0.5176470588235295
2014-03-31,0.6904761904761905,0.26744186046511625
2014-04-30,0.5180722891566265,0.4431818181818182
2014-05-31,0.6162790697674418,0.42857142857142855
2014-06-30,0.43023255813953487,0.43373493975903615
2014-07-31,0.686046511627907,0.40229885057471265
2014-08-31,0.4186046511627907,0.4880952380952381
2014-09-30,0.7471264367816092,0.22727272727272727
2014-10-31,0.4943820224719101,0.6590909090909091
2014-11-30,0.5402298850574713,0.627906976744186
2014-12-31,0.36363636363636365,0.5517241379310345
2015-01-31,0.7093023255813954,0.5232558139534884
2015-02-28,0.6853932584269663,0.6931818181818182
2015-03-31,0.43902439024390244,0.5909090909090909
2015-04-30,0.5,0.6818181818181818
2015-05-31,0.6781609195402298,0.5185185185185185
2015-06-30,0.6744186046511628,0.25882352941176473
2015-07-31,0.7272727272727273,0.5764705882352941
2015-08-31,0.7931034482758621,0.2441860465116279
2015-09-30,0.898876404494382,0.19540229885057472
2015-10-31,0.7931034482758621,0.5287356321839081
2015-11-30,0.4117647058823529,0.6666666666666666
2015-12-31,0.3977272727272727,0.7191011235955056
2016-01-31,0.9404761904761905,0.3068181818181818
2016-02-29,0.8314606741573034,0.3411764705882353
2016-03-31,0.3563218390804598,0.6705882352941176
2016-04-30,0.3181818181818182,0.8539325842696629
2016-05-31,0.1686746987951807,0.8863636363636364
2016-06-30,0.4482758620689655,0.5632183908045977
2016-07-31,0.29411764705882354,0.7727272727272727
2016-08-31,0.45454545454545453,0.6179775280898876
2016-09-30,0.3181818181818182,0.5595238095238095
2016-10-31,0.7529411764705882,0.26136363636363635
2016-11-30,0.6265060240963856,0.8181818181818182
2016-12-31,0.42857142857142855,0.4827586206896552
2017-01-31,0.2808988764044944,0.7764705882352941
2017-02-28,0.3411764705882353,0.6162790697674418
2017-03-31,0.37777777777777777,0.5113636363636364
2017-04-30,0.46511627906976744,0.3764705882352941
2017-05-31,0.5813953488372093,0.5176470588235295
2017-06-30,0.5595238095238095,0.6162790697674418
2017-07-31,0.47058823529411764,0.5465116279069767
2017-08-31,0.6744186046511628,0.4482758620689655
2017-09-30,0.627906976744186,0.6744186046511628
2017-10-31,0.5930232558139535,0.7011494252873564
2017-11-30,0.3409090909090909,0.7558139534883721
2017-12-31,0.5,0.627906976744186
2018-01-31,0.43373493975903615,0.8488372093023255
2018-02-28,0.7840909090909091,0.4823529411764706
2018-03-31,0.7529411764705882,0.4186046511627907
2018-04-30,0.872093023255814,0.1839080459770115
2018-05-31,0.7272727272727273,0.5581395348837209
2018-06-30,0.5882352941176471,0.5
2018-07-31,0.5287356321839081,0.5888888888888889
2018-08-31,0.4117647058823529,0.7045454545454546
