,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2001-01-31,0.04559360927493382,0.021510158552784715,0.027901466518350012,0.034161151527256926,0.022066786640380323,0.012417597966668128,0.03971666276820655,0.012499165940575336,0.01020717401178348,0.06188159657954648,0.012937660113615981,0.039327286189783144,0.02467117574268763,0.021236486810515785,0.04900613747302888,0.0568371045837129,0.018097602343366978,0.06583355743366917,0.021791315934355293,0.03427928317338752,0.022081186778666235,0.019432725211196735,0.018436007030211043,0.06782011051369453,0.024675126162599797,0.0,0.0561150043382002,0.052555343754011614,0.05120635990979527,0.05570515672301521
2001-02-28,0.03253450825948776,0.033263633635966176,0.021169422820269526,0.03348951996615329,0.015779225796059726,0.007320590468936176,0.043184717100864044,0.00827391301331505,0.003179213488445789,0.0760675581680125,0.010699228343941759,0.05417181727894837,0.027818254364941973,0.02923169384861181,0.059756765049503315,0.053755076384638424,0.023867723336588816,0.058449942135945544,0.02531755228719187,0.039453788354188064,0.021264528399793963,0.015264103631365405,0.02372176330142063,0.0604933991703397,0.01989763648923427,0.007023253721175665,0.04752145387311879,0.04572495040260609,0.0457386988011493,0.05656606810778619
2001-03-31,0.034388213346574256,0.026999076917861825,0.021464728911946777,0.024624992445205822,0.01569270703074608,0.016243358397436392,0.0469063759555821,0.008689769004626653,0.009230521494512874,0.07171461288489292,0.008682975029011325,0.049328856366896844,0.03572868907901469,0.029085673277674473,0.06639453752053556,0.06732155974164852,0.027441323081981082,0.05040583461401543,0.006488978238043571,0.035656545822954196,0.01234329990390722,0.013713719840415273,0.02589071920508743,0.052916109267223024,0.04400766133385192,0.0,0.06058571717258838,0.04174922615132897,0.04049721381425475,0.05580700415018155
2001-04-30,0.005039885113168733,0.006531007424752539,0.006834303521119194,0.01590555578238412,0.0011605284509656679,0.0027145046303275948,0.01164170674284368,0.0053383175492694515,0.004208404477694345,0.020616243340899492,0.0007374987978255765,0.010337365172059847,0.0076750276362665916,0.008871977546885231,0.015166826241089334,0.01228936895454405,0.004819366716028475,0.008974856110578182,0.004271098429145729,0.011307301234070286,0.00486207412578009,0.005056001210719827,0.010227744773658709,0.014050931788126662,0.7591830704796559,0.0013289506398550916,0.014615353097951136,0.007652192845071456,0.006118590022253614,0.012463947145009462
2001-05-31,0.008956226257906728,0.006091208975407751,0.008297089957172618,0.012701759705232494,0.0021669788053209093,0.0036602821822750136,0.015493603715607804,0.009636278947579738,0.004163382338103784,0.02089594945850739,0.001378563872525189,0.00824201937991953,0.00505278590727353,0.005354988789455584,0.011629335027705802,0.011207929801249197,0.00886981959738345,0.0056246747524063825,0.0028026658665553086,0.006220154676969001,0.004246220566899323,0.007716690023843881,0.011291102300490524,0.013567659097853771,0.7654979201459027,0.001163711566563885,0.011201668734516593,0.0048374430794821165,0.004411671048082249,0.017620215421807757
2001-06-30,0.010033533303446949,0.0046310111519431325,0.010321726243061869,0.015717213405497702,0.004270752422554845,0.0037096796338302682,0.014631859953893163,0.005523046123127547,0.002857462078590404,0.019999590128365583,0.0005227154520384215,0.012179114855370108,0.006575609099685462,0.007504238329531718,0.01240897296455877,0.012275191881980854,0.004183887536563436,0.01124897827705843,0.0027837154087736755,0.00701201638329133,0.0014032431963983305,0.008032567172707082,0.012823956651340276,0.006306565488079057,0.7594645818190915,0.00015614291055509756,0.012282974929655882,0.004896489104898895,0.0071669138520512096,0.019076250242059004
2001-07-31,0.007835927429410632,0.010790590998379496,0.011491411448544623,0.009176535324102768,0.004215146884475297,0.005606061315194839,0.015649964005002515,0.0068058135005614785,0.00467764401334716,0.015873714982844844,0.0,0.009397724914590079,0.004803058297144038,0.007829682231093916,0.016260778586999165,0.01113021761691147,0.007509476056126125,0.011001661294520803,0.0023464137727276964,0.008798362559724535,0.0029172822505062865,0.012471139543454733,0.01788438862254043,0.01096756210165136,0.7441808824886271,0.0,0.011944946913207773,0.0034619070168527984,0.006046457440913003,0.018925248390544963
2001-08-31,0.007861691451099717,0.013552015297361159,0.008515839982557605,0.0075648054454174685,0.002601719212589038,0.003762431587381315,0.01479295571512894,0.008937452332093985,0.003605523134661055,0.017140676021312754,0.0017570937435326395,0.007123495589481903,0.004160880837261875,0.007441902219850585,0.013926965604972485,0.010298247943946476,0.00943405763009921,0.016017300268382956,0.003370701168551151,0.006972135202510577,0.004021338396921716,0.005872966199899253,0.022677247348416286,0.011961726501280018,0.7456025037323186,0.0,0.006685402448608616,0.003287348814630856,0.009207654430266473,0.02184592173946524
2001-09-30,0.009269392495620683,0.012844290221539382,0.00962166690283425,0.011598336546583451,0.006531755843666955,0.006085225599905007,0.022741037473395117,0.007213518427491066,0.0025691055574778836,0.015923094527663426,0.0,0.008919582716905239,0.005143308950549448,0.0050845897321786385,0.011565438590313119,0.01118674211959633,0.009711728121777553,0.01734902921264748,0.004282454857875616,0.005908386320465057,0.003506171775589722,0.007729258953884209,0.022597444884405793,0.015288838002692755,0.7294283070508395,0.0,0.006338594246006189,0.0015370066248728941,0.014965711922985106,0.01505998232023815
2001-10-31,0.0058705472329956794,0.01691563177886402,0.011054059581407356,0.010673760128953378,0.0057935553213106636,0.007847375942539103,0.01705790298810173,0.0088877289605958,0.0038192417934324167,0.014069603922291589,0.0006946061093459062,0.006987121204967258,0.0066513943401597855,0.005903931977143164,0.011230490153314308,0.00797836025167315,0.009310506673784412,0.011131020824959457,0.008815880553048001,0.007827313294881882,0.0025239732039553492,0.007217626222193093,0.0265526518568134,0.021709863389442696,0.7286931078048302,0.0,0.007349995454169404,0.003356949836506615,0.009097166512001266,0.01497863268631893
